phrase,wiki_score
spike correlation,0.4
digitalisierung,0.2
population,0.0
networkable devices,0.65
cryptographic schemes,0.9
microarray experiments,0.1
number generator,0.9
fault-tolerance,0.9
markov models,0.65
hidden layers,0.9
support vector,1.0
image patterns,0.55
and,0.3
pseudoprime,0.0
diffserv,0.7
ann,0.0
the complexities,0.6
optimum solutions,0.9
energiewende,0.0
anp,0.0
elearning,0.6
various bigram types,0.8
functors,0.1
subsystems,0.3
comsoc,0.5
effective 3d,0.35
animation,0.05
simulation interconnection,0.45
responsibility,0.05
wavelength allocation,0.1
markup language,0.65
differences,0.25
multiple,0.05
m-sequences,0.5
dendritic spines,0.1
pseudo-random number,0.75
sql injection,0.8
software-forum,0.9
fcm,0.1
nonlinearity,0.2
engineering optimization,0.6
the pinwheel,0.15
multi-scale modeling,0.55
stimulus-specific adaptation,0.05
cortex,0.2
video-based,0.3
neuroconstruct,0.05
the home,0.05
demographic analysis,0.05
nlp,0.4
autopoiesis,0.3
spectral methods,0.6
computational statistics,0.8
project control,0.2
monads,0.1
spaces,0.1
fallstudie,0.0
homology,0.2
anns design,0.35
enterprise applications,0.95
state,0.05
crime,0.1
self-adaptation,0.0
uowhf,0.15
reducibility,0.6
group key,0.4
accessible games,0.55
effective methods,0.15
hash algorithm,0.8
managing informationtechnology,0.0
tinnitus,0.15
representation i.,0.05
sss,0.1
multiphase flow,0.2
ssl,0.8
ssh,0.75
ssd,0.2
the inconsistency,0.0
computational intelligence,0.9
informatics interventions,0.15
network function,0.65
intelligent text,0.85
extraction patterns,0.55
wirtschaftsinformatik,0.4
word prediction,0.6
advertising campaigns,0.0
der computermorphologie,0.0
ranked lists,0.0
ct-2,0.1
rmi,0.1
polyhedral,0.2
managing,0.0
outsourcing,0.05
unsupervised domain adaptation,0.85
deep belief,0.65
csit,0.5
the algebra,0.1
uncertain systems,0.35
prove queries,0.75
inclusions,0.1
d vector extraction,0.7
difference equations,0.3
edca,0.0
saddlepoint approximations,0.0
noisy unstructured,0.6
region,0.0
contract,0.15
deep cerebellar,0.05
organizational data,0.35
subthreshold,0.1
regressions,0.1
pakistan,0.0
jitter,0.3
color,0.5
novices,0.0
v2x,0.3
a trade-off,0.1
sampling,0.15
assertions,0.5
iterations,0.8
v2i,0.6
skeletons,0.0
semigroups,0.1
urbanization,0.0
sensory restoration,0.0
reviewer motivations,0.15
electrocorticogram,0.05
secure signatures,0.65
digital archives,0.35
subscriber,0.35
aodv,0.5
query requirements,0.5
web dictionaries,0.3
engine,0.25
emotional capital,0.0
safety warnings,0.0
ein newtonverfahren,0.0
read-k-times networks,0.35
neural reasoner,0.65
tiger,0.05
categorical variables,0.2
the scalability,0.4
distributed real-time,0.45
evaluation project,0.05
generalized max-functions,0.4
protocols,0.55
the decidability,0.1
mining algorithms,0.75
macromolecules,0.0
mdc-4,0.15
admissibility,0.3
memetic algorithms,0.65
mdc-2,0.3
learning conversations,0.05
cast,0.05
tunneling,0.5
feature vectors,0.95
reflectance,0.2
discrepancy,0.1
an engine,0.35
neural sequence models,0.95
pruning,0.2
alphabet,0.0
today 's,0.1
events,0.15
blended threat,0.15
genetic programming,0.6
ultra-wideband,0.2
nest,0.1
interprocedural analysis,1.0
a permutation,0.2
vestibular,0.0
a probabilistic,0.4
e-banking,0.2
breakdowns,0.0
modes,0.35
operational separation,0.05
web caching,0.8
components,0.35
model,0.4
noisy speech recognition,0.75
medical image,0.75
tasks machine,0.6
dictionary attack,0.7
fingerprint,0.7
i/o,0.3
submerged breakwaters,0.0
internationalization,0.2
hyperideals,0.0
univariate,0.1
a tool,0.1
feedforward,0.5
heuristic,0.3
lptcs,0.0
dynamic modeling,0.5
rnn models,0.9
parametrization,0.1
empiricism,0.0
sample points,0.5
automatic classification,0.65
geometric graphs,0.7
scalable techniques,0.15
quantiles,0.0
reconfiguration,0.4
braininfo,0.0
deductive retrieval,0.35
weak error,0.45
trading volatility,0.15
ethicaldevelopment,0.0
standstill,0.0
building management,0.1
statistical simulations,0.4
business impact,0.2
interconnects,0.4
competition,0.0
competences,0.1
o.,0.0
eine prolog-theorie,0.0
mood,0.0
data used,0.5
trust management,0.15
rpl,0.2
opportunistic computing,0.7
speech signal,0.6
programming language,1.0
factorial experiments,0.15
computer interaction,0.8
a microgrid,0.0
user acoustics,0.3
social spaces,0.2
stereotypes,0.0
quasi-newton methods,0.9
on,0.2
nlp applications,0.6
normality tests,0.0
spatial diversity,0.25
estimator,0.2
cuda,0.7
os,0.95
or,0.1
networks obtaining,0.55
adders,0.4
communication,0.15
multicriteria decision,0.4
insulator technology,0.1
nerve block,0.0
single-carrier,0.0
nomadic users,0.3
biomedicine,0.0
itemset mining,0.55
refinements,0.6
mobility management,0.25
dispersion,0.1
random coefficient,0.2
actuator,0.2
the controllability,0.2
energy,0.05
the understandability,0.1
information geometry,0.45
fundamentals,0.05
computational resources,0.9
cycle,0.2
variable reordering,0.85
business networks,0.15
privacy in,0.7
other kinds,0.15
multidimensional scaling,0.45
continuous aco,0.1
multiplicity,0.0
non cpg,0.0
program elements,0.5
multihop cellular,0.15
identity-based cryptosystems,0.85
shared databases,0.5
controllability,0.4
discrete-event simulation,0.7
ssri,0.0
cbr,0.0
asynchronous,0.5
orchards,0.0
operation,0.05
4.0,0.3
stationarity,0.3
middleware for,0.75
multiclass,0.7
virtual memory,0.55
recommendation services,0.25
sphere packing,0.05
collaborative,0.2
e-procurement,0.0
strategic alliances,0.0
unmanaged systems,0.55
multi-agent systems,1.0
t-s,0.0
art imagenet,0.8
synergies,0.3
admission control,0.4
hmms,0.5
all,0.0
electronic commerce,0.15
languages for,0.1
u-net,0.2
association rules,0.15
logic functions,0.65
disk,0.55
der medizin,0.0
polarity,0.0
ongoing development,0.45
program,0.3
symmetrical errors,0.45
flexible resources,0.05
stochastic,0.45
presentation,0.1
axonal,0.0
activities,0.0
pos tagging,0.45
chameleon,0.0
far,0.05
convex programming,0.75
focus,0.2
lyapunov,0.0
reordering,0.2
uwb,0.0
gearbox,0.1
faf,0.0
optimal sampling,0.5
hamiltonian,0.3
rf systems,0.05
heterogeneous servers,0.95
list,0.05
springer-verlag,0.0
phonology,0.0
contexts,0.3
volume visualization,0.7
atpg,0.15
holography,0.55
haar,0.1
corrigendum,0.4
image data,0.7
vestibular system,0.0
optionality,0.35
design,0.2
recent developments,0.0
trmm,0.0
connectome,0.3
what,0.0
sonification,0.4
curation,0.1
out-of,0.0
self-management,0.1
optimization models,0.8
network capabilities,0.6
flow security,0.6
language modelling,0.75
behaviour,0.1
relaxation,0.15
art networks,0.55
equations,0.15
untersuchungen,0.05
neural network architecture,0.95
microdata,0.2
extremes,0.05
graph,0.55
mesfet,0.15
privacy preferences,0.6
flowshops,0.7
pynn,0.0
multiprocessor systems,0.9
smap,0.1
texte,0.0
altmetrics,0.4
cmc research,0.15
salvaging resources,0.1
unlabeled data,0.95
mmwave,0.5
interception,0.2
nullnorms,0.0
qcd,0.0
low-voltage-activated calcium,0.05
digital librarians,0.15
deep convolution,0.95
pcs networks,0.45
immersion,0.05
chart-parsing,0.9
a tabu,0.1
permanents,0.0
the maintainability,0.5
plagiarism,0.1
two levels,0.35
erratum,0.1
equation,0.1
wegbeschreibung,0.0
the trajectories,0.1
mobile applications,0.8
aircraft computers,0.25
the graph,0.55
computational models,0.85
matchmaking,0.2
solution kit,0.25
symmetric coordination,0.1
smart phones,0.55
psychiatry,0.0
occlusions,0.2
corporate universities,0.05
parser states,0.85
hash function,0.65
heterogeneous data,0.4
a hypercube,0.1
denial-of-service,0.85
noninvasive,0.05
network frameworks,0.8
forecasting methods,0.05
algebra,0.1
auditory cortex,0.05
singularities,0.1
orbits,0.0
dvfs,0.0
rbac,0.8
lighting,0.0
bivariate distributions,0.0
index calculus,0.3
podcastia,0.0
the border,0.0
deep inferences,0.7
prize-collecting,0.05
static code,0.85
fortification,0.0
extrapolation,0.2
seven steps,0.0
coprime,0.0
social websites,0.5
embedded systems,0.8
policy context,0.15
traditional knowledge,0.15
september,0.05
pseudorandom,1.0
neural network sentence,0.95
an age,0.0
signaling pathways,0.0
wortbedeutungen und,0.0
the processing,0.3
kernelization,0.7
affine,0.0
cryptology,0.8
lattice polytopes,0.2
elimination rules,0.1
multi-objectives,0.9
quadrilaterals,0.0
pram,0.3
incompleteness,0.1
return,0.0
multimodal sentiment,0.7
framework,0.6
complex clauses,0.05
communities,0.1
smoothness,0.2
nuclear reactor,0.0
inequality,0.05
neuron-astrocyte interactions,0.0
wittgenstein 's,0.0
irreducible,0.35
decision support,0.5
the resilience,0.2
szlig,0.1
pedagogical framework,0.05
multi-party inference,0.6
personalization,0.3
simple preprocessing,0.95
fapar,0.0
serious games,0.6
multi classifier,0.9
cyclic codes,0.8
coupled oscillations,0.05
impersonation,0.15
moderate deviations,0.0
event-triggered,0.3
unambiguity,0.4
beamforming,0.7
sequence tasks,0.55
remodeling,0.0
backlogging,0.3
monotone,0.4
belief revision,0.8
cookie,0.25
meega +,0.0
vanishing gradients,0.8
input module,0.55
rijndael/aes,0.55
modularity,0.5
public opinion,0.0
threat,0.25
head direction,0.1
rapid prototyping,0.6
boxplots,0.35
leu ii,0.0
limited complexity,0.8
networks graphs,0.7
collision resistance,0.65
decision theory,0.2
distributed environment,0.5
gpm,0.1
story,0.1
temperature,0.05
utilization,0.05
ethical approach,0.0
the distribution,0.1
swarm,0.3
rao inequality,0.05
logical theories,0.25
gpu,0.8
gpp,0.1
mobiles,0.2
space visualization,0.7
option,0.1
retinal,0.1
blaise,0.0
branch-and-cut,0.5
optical,0.2
swipt,0.0
bmaps,0.1
contention control,0.5
instruction,0.65
excitability,0.0
cortical columns,0.2
twofish,0.85
accessible design,0.5
business continuity,0.15
vanet,0.5
motivation,0.05
storytelling,0.05
digital government,0.05
metaobject protocol,0.6
non-linearity,0.3
tables,0.35
reference objects,0.3
preise,0.0
grammar documentation,0.5
multi-view,0.8
quicksort,0.9
large environments,0.4
site selection,0.0
sumsets,0.1
bayesian p-values,0.15
time-evolving networks,0.5
hardware/software co-design,0.7
measures,0.0
steady-state,0.0
buchbesprechungen,0.0
infrastructures,0.1
probabilistic,0.4
warehouse systems,0.25
euclidean algorithm,0.3
unsupervised,0.5
linear regression,0.15
part,0.0
adaboost,1.0
caching,0.65
multicarrier transceivers,0.0
potential techniques,0.15
programming,0.9
barter,0.0
cheat-resistant protocols,0.25
part i.,0.05
subdifferentials,0.5
multiplicities,0.0
practical hardware implementations,0.75
location-based services,0.4
uniform,0.0
dilation,0.1
e-interactions,0.1
computability,0.8
ofdm systems,0.4
the art,0.2
nonmalleability,0.15
complex data processing,0.65
fork95,0.1
axial,0.0
energy-adaptive,0.25
iec,0.25
many cheminformatics,0.85
artificial intelligence systems,1.0
obdd-based verification,0.15
ubiquitous services,0.65
performance modeling,0.7
retinal waves,0.1
mondex,0.35
quine 's,0.2
field potentials,0.1
medicines,0.0
knowledge-based,0.6
factorization,0.6
imperfect csit,0.1
aal,0.0
multivariate polynomials,0.7
externalities,0.0
np-hard,0.9
arq,0.7
pvs,0.2
entropies,0.5
supporting,0.05
ary,0.1
defense,0.05
structured development,0.55
2.0,0.4
pvm,0.6
2.5,0.2
2.4,0.0
ergodicity,0.2
managing security,0.65
icca,0.0
intuitionistic fuzzy,0.5
relational memory,0.3
unions,0.0
potential initiation,0.1
geniculate nucleus,0.0
component analysis,0.65
its use,0.15
scatterplots,0.25
sql based,0.85
maintainability,0.5
computer-aided design,0.65
reconfigurable computing,0.9
local minima,0.7
inertia,0.0
epons,0.4
emotional congruence,0.0
paradigms,0.3
hesitant,0.0
sign classifiers,0.3
quantization,0.4
bandit,0.1
local field,0.05
queueing theory,0.15
context,0.35
multi-class,0.6
pharmacokinetics,0.05
instrumental variables,0.05
identity theft,0.25
rfid security,0.7
braided electrodes,0.05
wfmc standards,0.25
cryptosystem,0.6
kernel method,0.7
verifiable secret,0.65
3d point clouds,0.85
suspenders,0.0
802.16,0.1
802.11,0.0
verisimilitude,0.0
varieties,0.0
reduction,0.2
neuropharmacological modeling,0.0
somatosensory system,0.0
anisotropic,0.3
swp,0.05
low-frequency,0.0
remanence,0.25
strategy selection,0.3
dropout,0.1
precision,0.35
usability evaluation,0.7
plasmas,0.0
p2p networks,0.8
software requirements,1.0
feature matching,0.6
system-on-chip,0.5
decision trees,0.6
game theory,0.15
contextual grammars,0.8
biophysical models,0.35
models of,0.2
batch,0.3
copulas,0.0
discovering communities,0.1
marine research,0.0
stream data,0.5
compactness,0.0
behavior,0.2
identity module,0.3
p.,0.0
welding,0.05
self-organization algorithms,0.65
semihypergroups,0.0
life cycle,0.15
uninorms,0.0
shared-memory multiprocessors,1.0
colourings,0.2
neurons,0.15
low-distortion embeddings,0.3
steganalysis,0.9
business partners,0.0
beam search,0.5
spatial data,0.65
hadoop,0.6
service-oriented grids,0.65
decision graphs,0.75
qam,0.0
beyond system,0.3
bit generator,0.9
higher,0.0
surrogate data,0.45
warum,0.0
communication software,0.8
triangulation,0.3
nomadic hosts,0.0
humanoids,0.1
the iot,0.8
a compendium,0.1
robust,0.25
biometric systems,0.85
optimization methods,0.85
analysis,0.2
robotic manipulators,0.7
edge,0.25
mrem,0.0
international biometric,0.5
competitive,0.1
network model,0.65
player-avatar link,0.5
machine translation,0.8
energy awareness,0.1
sc-fdma,0.2
industrial communication,0.1
large scale optimization,0.9
geographic services,0.1
telephone sampling,0.1
increasing numbers,0.15
theorem,0.05
incorporate constraints,0.55
connectionist networks,0.8
arbitrary inputs,0.8
customers,0.05
the wam,0.0
signal processing,0.9
intentionality,0.2
mask-programmable gate,0.45
integrated human,0.1
aggregation,0.2
integer,0.35
two volume,0.0
networks demonstrated,0.65
intelligent traffic,0.15
security model,0.95
avatars,0.05
endocrine cell,0.0
zipf 's,0.3
cortical responses,0.1
alignments,0.4
quasi-intelligence,0.25
ecology,0.05
windows applications,0.9
classifier ensembles,0.9
network-on-chip,0.3
multiuser,0.9
semantic parsing tasks,0.85
support package,0.65
dem cad-schaltkreisentwurf,0.0
indiscernibles,0.0
skew-symmetric families,0.1
compressors,0.0
decision-making tasks,0.15
anns,0.1
fragments,0.05
economic rationalization,0.0
non-malleability,0.3
the reality,0.4
medical imaging,0.5
inductive program synthesis,0.85
digital reputation,0.15
information-theoretic quantities,0.65
spike timing,0.45
pipeline,0.3
record statistics,0.0
most,0.0
roc curves,0.45
glaucoma,0.0
virus,0.05
c-band,0.0
range,0.1
paraspinal,0.05
gamma,0.05
service-oriented architectures,0.65
resiliency,0.2
elasticity,0.0
linear cryptanalysis,0.7
the internet,0.6
centrality,0.6
visible language,0.15
resilience,0.2
image-guided surgery,0.2
pair decomposition,0.45
nonsampling errors,0.05
fast,0.0
audio compression,0.5
capacitance,0.1
location privacy,0.5
or not,0.0
files,0.15
hume 's,0.0
reduce computation,0.75
bioinspired algorithms,0.4
definite resolution,0.4
the axiom,0.4
partitioning,0.5
limb prosthesis,0.05
a rainbow,0.1
chat rooms,0.45
expression dags,0.15
unsupervised pattern,0.9
transversals,0.0
memory networks,0.85
offline storage,0.7
x-ray,0.0
manets,0.0
individuality,0.2
linear support vector,0.7
quantification,0.4
reservoirs,0.0
structured objects,0.75
mixed-mode oscillations,0.05
ict infrastructures,0.1
entailment,0.2
continous parameter,0.0
geographic information,0.6
thermal management,0.1
minimize errors,0.6
generative models,0.75
zernike,0.0
pseudo-noise sequences,0.65
mandatory access,0.75
dimensioning,0.1
latent vectors,0.65
fewer features,0.7
realizability,0.4
stochastic constraint,0.7
reflections,0.1
the design,0.1
hevc,0.4
users,0.75
problems,0.25
an algebra,0.1
the knowledge,0.15
augmented lagrangians,1.0
editor 's,0.2
delineation,0.0
gpgpus,0.8
narrative,0.0
ambiguities,0.2
the predictability,0.2
cmps,0.2
energy-efficient medium,0.0
resistance,0.1
game-based interventions,0.4
sentiment analysis,0.75
reconfigurable,0.7
contributions,0.0
output sequences,0.75
issues,0.0
issuer,0.05
security policies,0.45
intelligent agents,0.9
deterministic,0.8
the brain,0.05
languages,0.05
cmc technologies,0.2
inhomogeneous bmaps,0.0
visualizing,0.6
snn simulation,0.55
breathing,0.0
language descriptions,0.7
stochastic resonance,0.15
convolutional layer,0.9
multi-criteria decision-making,0.3
exergames,0.7
chaotic-based,0.2
oefs,0.0
document modeling,0.55
http digest,0.6
subsampling,0.4
cognitive architectures,0.9
mssps,0.45
cfd,0.5
cbc-mac,0.55
spectro-temporal,0.15
artificial vision,0.55
pareto optimality,0.3
stdp,0.4
qos provisioning,0.6
video conferencing,0.35
security issues,0.35
regelbasierte extraktion,0.0
large numbers,0.05
assessing security,0.7
multivariate,0.2
electrophysiology analysis,0.1
stochastic processes,0.2
detailed placement,0.1
conceptual learning,0.2
separation,0.15
ewom,0.2
triage,0.0
morphisms,0.2
management commitment,0.2
cognitive radios,0.25
warehousing,0.05
statistical fallacies,0.05
collaborative development,0.4
new media,0.3
prpl,0.35
payoffs,0.0
biometric identification,0.8
scales,0.0
apr,0.05
context-aware,0.3
wiring principles,0.2
motor,0.0
summation,0.1
practical algorithms,0.95
use,0.1
remote programming,0.4
usa,0.05
experience-dependent plasticity,0.05
fem,0.3
transputers,0.9
integrated profiling,0.4
existing approaches,0.55
image understanding,0.65
maximal-length linear,0.6
classification problems,0.6
input sentence,0.65
parsingstrategien,0.0
value management,0.05
gaussian processes,0.5
continuous-time,0.3
women,0.0
brainstem processing,0.05
lte-u,0.1
disaggregation,0.0
information processing,0.35
ordinals,0.0
lte-a,0.2
constructibility,0.0
the enhancement,0.2
pedagogy,0.0
discrete spatial,0.55
the restoration,0.0
proof,0.15
sarbanes-oxley act,0.1
steganography,0.9
t-norm,0.4
outsourcing security,0.45
multi-scale,0.4
such applications,0.65
gibbs sampling,0.5
text query,0.7
overfitting,0.8
multicollinearity,0.1
siv,0.0
dwt,0.2
future optimization,0.75
handover,0.1
six,0.0
roughness,0.1
epistasis,0.0
black box optimization,0.8
bsp board,0.15
z +,0.1
outlier,0.4
key-player problem,0.4
abuse,0.0
prediction pipelines,0.6
newton 's,0.15
extremal,0.5
programming process,0.85
bin covering,0.15
wavelet denoising,0.8
tpm,0.4
recent advancesin,0.0
driver scheduling,0.2
adversarial/external knowledge,0.35
conceptual tools,0.35
linguistics,0.05
multi-dimensional,0.3
qos support,0.65
untimed models,0.3
cscl,0.0
cscw,0.6
the relationship,0.1
inconsistencies,0.0
clusters,0.1
managed services,0.25
deep learning architectures,1.0
sipoc,0.05
practice,0.05
training samples,0.9
an information,0.35
articles,0.0
distributivity,0.0
security requirements,1.0
nfc,0.0
network approach,0.65
analog-to-digital conversion,0.3
metacognition,0.0
ai methods,0.8
distribution functions,0.2
mashups,0.3
nfv,0.6
market research,0.0
nfs,0.7
compute operations,0.75
entity authentication,0.95
represent text,0.55
matchings,0.4
completions,0.1
the makespan,0.6
registration,0.05
subwords,0.6
information extraction,0.55
tasks defined,0.5
obdd-heuristics,0.05
interplay,0.3
nonlinearities,0.2
preconditioning,0.5
embedded speech recognition,0.75
acknowledgment,0.2
banking,0.15
chaos,0.25
markov processes,0.45
obstructions,0.0
behaviours,0.1
social networks,0.5
induction,0.2
integrated,0.25
pki trust,0.7
better recognition accuracies,0.75
affective,0.1
representation languages,0.7
behavioral sciences,0.05
middleware security,0.65
intelligent mas,0.15
the computation,0.9
kant 's,0.0
bayesian models,0.35
lte,0.2
transfer,0.15
crm,0.5
ltl,0.1
low-resolution adcs,0.6
hypercubes,0.1
deep learning approach,0.85
coding techniques,0.6
co-founder,0.2
islanded microgrids,0.0
priority,0.2
their,0.0
roaming clients,0.35
fermions,0.0
interval-valued,0.1
tractable solutions,0.7
agility,0.25
shell,0.35
x-rays,0.0
clinical trials,0.0
transistor,0.25
fair scheduling,0.45
practices collections,0.0
vocabularies,0.1
networks architectures,0.7
intermediate report,0.0
double-ended priority,0.55
artificial intelligence,1.0
mips-year,0.8
some heuristics,0.45
e-books,0.2
1.5,0.1
computational ethics,0.35
1.0,0.1
clip,0.05
the scope,0.15
location-aware routing,0.45
flooding attack,0.6
factorizations,0.5
disjoint,0.2
loss functions,0.6
practical approximations,0.35
ds-cdma,0.0
the relevance,0.2
digital games,0.65
polarization,0.0
the r-mesh,0.45
dilemmas,0.0
perturbation,0.3
maintenance processes,0.55
dpa,0.2
rician,0.0
the cofinality,0.0
`` a,0.1
optimization modeling,0.8
histogram,0.6
solve lasso,0.6
class,0.05
volume,0.0
cybertherapy,0.0
end object,0.7
vsss,0.0
a fault-tolerant,0.7
nmij,0.0
canal testing,0.0
robot selection,0.7
utility function,0.2
text summarization,0.95
insulators,0.0
automated,0.5
web surveys,0.35
planning,0.1
multi view,0.75
cooling schedules,0.2
permutation polynomials,0.6
eigenspace,0.1
networks simulation,0.45
a derivation,0.2
q-learning,0.9
operational,0.2
formal language,0.8
infinitessimal,0.0
local,0.0
karatsuba,0.45
cube,0.0
einsatz,0.0
efficient manipulation,0.4
the standards,0.05
the dempster-shafer,0.15
insertion basics,0.3
digital investigations,0.25
tensor formulae,0.0
lossless,0.7
spam detection,0.35
belts,0.0
classification accuracy,0.6
weighted u,0.05
differential,0.2
tactile sensing,0.05
grids,0.2
sequence network,0.55
genetic operators,0.55
view,0.45
europe,0.0
virtual collaboration,0.55
gerontological perspectives,0.0
application-level denial,0.8
multiplicative structure,0.1
primality,0.0
acquirer,0.05
less computations,0.8
privacy of,0.7
discrete time,0.7
zur verarbeitung,0.1
droughts,0.0
massive datasets,0.7
dlp,0.25
identification,0.15
stability conditions,0.25
theta,0.05
activation functions,0.7
fpga-based,0.6
funktion,0.0
photovoltaics,0.0
p2p,0.6
neuropathologies,0.0
wide area,0.3
physical properties,0.2
epidemics,0.0
self-organizing,0.6
input test,0.8
utilising,0.15
autonomy-oriented computing,0.55
human ear,0.0
network predictions,0.75
bayesian analysis,0.05
password,0.85
virtual community,0.35
environments,0.2
high-speed downlink,0.05
packaging,0.0
heredity,0.0
sequences,0.25
declarative programming,0.95
respect,0.15
network traffic,0.6
liveness,0.3
neural controllers,0.95
control problem,0.45
electrocardiogram,0.1
von constraints,0.3
platform,0.15
overlay multicast,0.7
the world,0.0
concept discovery,0.15
determinant,0.1
segmentation problem,0.55
exploiting parallelism,1.0
interrupts,0.65
small area,0.0
convolutional layer computation,0.9
parameter finding,0.5
present,0.05
reverse,0.2
multimodal,0.4
subsets,0.1
constraint programming,1.0
directionality,0.0
orientierter,0.0
neuronal branching,0.15
information problems,0.2
pet/spect imaging,0.35
vpn deployment,0.8
integrierter generator,0.0
supply,0.0
layer,0.55
motif,0.05
wiley encyclopedia,0.05
avi,0.05
cable theory,0.3
dopaminergic cell,0.05
multiply adds,0.65
sequence processing,0.35
some properties,0.2
mesh processing,0.85
privileges,0.25
the theory,0.1
telecommunications systems,0.3
retailing,0.0
nonlinear techniques,0.3
header-based attacks,0.7
largest,0.1
networks snns,0.5
contactless,0.4
six sigma,0.05
ann application,0.3
box-cox,0.05
automation,0.45
topographica,0.0
knowledge repositories,0.4
pde-model,0.15
information theory,0.7
selfish behavior,0.1
complementarities,0.1
twirl,0.0
grid-connected inverters,0.0
inc.,0.2
sdes,0.4
much exor,0.1
tcp,0.35
recollection,0.0
peer-to-peer computing,0.6
categorical decisions,0.2
tcg,0.1
degradation models,0.05
on-chip,0.2
the formalization,0.3
high level features,0.7
thermodynamics,0.0
nanoparticles,0.0
cryptographic puzzles,0.6
collaborative analytics,0.35
third party developers,0.7
time-interleaved adcs,0.4
candidate dependency,0.6
user-centered design,0.7
coding theory,0.45
know,0.05
pseudoknots,0.1
namd,0.5
variants,0.05
visual analysis,0.6
feature visualization,0.6
fine-grain parallelism,0.9
emerging applications,0.3
robot path,0.8
building identity,0.25
top management,0.15
siglog,1.0
security rule,0.5
traitors,0.1
sequence,0.05
heterogeneous networks,0.5
searching,0.3
full prolog,0.85
platforms,0.15
econometrics,0.3
dtns,0.2
lagrange-duality,0.7
aal technologies,0.15
halon fire,0.05
metamodeling,0.7
temporal difference,0.85
a comparison,0.4
ocirc,0.1
information security,0.8
medical research,0.0
collations,0.05
processing elements,0.6
compartmental models,0.05
epidemiology,0.0
calcium dynamics,0.1
analyses,0.15
psics,0.0
sensor selection,0.15
extension,0.2
architecture components,0.7
full-text,0.2
smote,0.0
dependence,0.15
arcgis,0.7
word output,0.65
art algorithm,0.75
energy-aware networks,0.35
pathways,0.05
bericht,0.0
game loop,0.6
communication games,0.25
computational time,0.9
advanced hash,0.8
promise,0.05
nonsubsampled contourlet,0.3
estimators,0.2
political game,0.35
calcium release,0.0
network accelerator,0.5
vector problem,0.3
interconnection networks,0.7
relation extraction,0.6
crystallization,0.0
desertification,0.0
ten steps,0.05
smoothing,0.3
quadratic,0.3
zero-one,0.5
integrity analysis,0.05
first exit,0.05
multigrid,0.6
a polyhedron,0.1
transformational games,0.15
the web,0.9
student 's,0.0
block ciphers,0.8
biomedical systems,0.05
uwsns,0.0
tactics,0.25
gamified presence,0.1
self-organizing structures,0.25
competitive advantage,0.05
interactive tv,0.25
energy constraints,0.15
crowdsourcing applications,0.45
fbdds,0.1
solving reinforcement,0.8
requirements engineering,0.85
approximate,0.5
context-awareness,0.3
vector sequences,0.15
permeability,0.0
cmos,0.4
functional specification,0.75
nonparametric regression,0.2
calibration,0.3
encryption and,0.85
boot,0.15
modeldb,0.4
data utilized,0.5
tikhonov regularization,0.7
branch,0.1
accessibility testing,0.85
tag recommendation,0.65
power-efficient architectures,0.5
attributive sortenbeschreibungssprache,0.0
pervasive games,0.5
vlsi technologies,0.35
uav photogrammetry,0.8
hfswr,0.0
ceos,0.1
object-oriented databases,0.65
contingency planning,0.15
decode-and-forward,0.7
coupling,0.1
ranks,0.0
factors,0.05
private key,0.8
superpixel,0.2
pods,0.05
proprioceptor,0.1
