noun_phrase,frequency,score
grasslands,10,0
tutors,10,0
multi-source data,10,0
vegetation cover,10,0
selfish nodes,10,0
assistive environments,10,0
wmns,10,0
tandem-x data,10,0
isar,10,0
radar imaging,10,0
polsar data,10,0
gnss-r,10,0
oli,10,0
efficient discovery,10,0
pancyclicity,10,0
polynomial algorithms,10,0
myocardial infarction,10,0
tech,10,0
proactive caching,10,0
wittgenstein 's,10,0
the message,10,0
ist,10,0
chapter five,10,0
the matrix,10,0
triangular meshes,10,0
augmented lagrangians,10,0
5g network,10,0
recollection,10,0
alos palsar,10,0
metrological characterization,10,0
sicherheit,10,0
medizin,10,0
isdn,10,0
bgp,10,0
temporal correlation,10,0
conditional diagnosability,10,0
correlation filter,10,0
video databases,10,0
final coalgebras,10,0
multimedia analysis,10,0
simple theories,10,0
ellis horwood,10,0
anwendungen,10,0
herausforderungen,10,0
speech perception,10,0
amygdala,10,0
alles,10,0
fg re,10,0
vorwort,10,0
handwritten numerals,10,0
neural substrates,10,0
erp evidence,10,0
geometry optimization,10,0
transformer oil,10,0
individual observations,10,0
dr. usability,10,0
true tales,10,0
qm/mm,10,0
organic molecules,10,0
carbohydrates,10,0
empirical research,17,-7021
the enhancement,23,-13041
dynamic modelling,17,-7072
dynamic traffic,17,-7072
rejection,29,-19111
predictions,58,-48140
maps,82,-72160
ignorance,22,-12166
implicit feedback,13,-3172
visual exploration,12,-2172
maturity,11,-1188
uniformity,12,-2208
a signal,13,-3237
the recovery,19,-9253
network coding,116,-106256
handwriting,10,-260
handwriting recognition,10,-260
automatic evaluation,14,-4284
automatic discovery,14,-4284
price competition,14,-4298
the coupling,17,-7310
appreciation,14,-4326
analytic hierarchy,16,-6336
fair scheduling,12,-2340
energy-efficient scheduling,12,-2340
resource scheduling,12,-2340
efficient scheduling,12,-2340
format,11,-1342
guarantees,16,-6352
schedules,12,-2352
qos guarantee,16,-6368
instability,28,-18368
blood flow,11,-1375
retinal images,33,-23397
satellite imagery,33,-23430
next generation,33,-23463
conflict,40,-30480
finite buffers,16,-6480
finite type,16,-6480
abstractions,25,-15500
multiple devices,11,-1507
android devices,11,-1507
transform,18,-8514
mutual coupling,20,-10520
assignment problem,24,-14544
orientation,29,-19546
robust detection,13,-3562
joint detection,13,-3562
fast detection,13,-3562
semi-supervised classification,22,-12584
the allocation,24,-14592
spectrum allocation,24,-14592
photographs,11,-1595
recent trends,25,-15600
mode observer,15,-5625
wavelet domain,22,-12628
spherical harmonics,10,-650
aggregation functions,24,-14664
order statistics,48,-38688
route choice,10,-690
renewable energy,36,-26712
coherent,11,-1727
the monitoring,29,-19778
temporal logic,30,-20820
intuitionistic logic,30,-20820
complement,13,-3822
multi-criteria decision,35,-25830
utility maximization,17,-7837
the refinement,10,-860
a refinement,10,-860
pursuit,27,-17874
research challenges,39,-29874
mice,18,-8892
preliminary findings,10,-900
preliminary report,10,-900
passive rfid,10,-920
bias correction,13,-3939
hierarchical structure,15,-5940
garbage collection,15,-5955
automatic diagnosis,13,-3978
automatic synthesis,13,-3978
visual interfaces,11,-1991
visual surveillance,11,-1991
visual slam,11,-1991
database support,9,0
equational theories,9,0
semi-markov processes,9,0
mobiles,9,0
inexact,9,0
reordering,9,0
exact analysis,9,0
w3c,9,0
biometric identification,9,0
duties,9,0
hash functions,9,0
hash function,9,0
shamir 's,9,0
propagation characteristics,9,0
run,9,0
de bruijn,9,0
ipsec,9,0
cps,9,0
dos,9,0
shrinking,9,0
master,9,0
block cipher,9,0
binomial,9,0
application security,9,0
cmc,9,0
2.0 technologies,9,0
maintainability,9,0
cleaning,9,0
rendering,9,0
system architectures,9,0
lambda-calculus,9,0
object-oriented analysis,9,0
single neurons,9,0
dendritic spines,9,0
multistability,9,0
electron microscopy,9,0
magnetoencephalography,9,0
connectivity analysis,9,0
genesis,9,0
capacitance,9,0
personnel,9,0
espionage,9,0
grid environment,9,0
reengineering,9,0
data retrieval,9,0
vehicular,9,0
itemset mining,9,0
heavy-tailed distributions,9,0
scott 's,9,0
normal distributions,9,0
eigenvalue,9,0
influential observations,9,0
correlation coefficient,9,0
stream mining,9,0
swarm robotics,9,0
atrial fibrillation,9,0
queueing system,9,0
computational performance,9,0
reducibility,9,0
best practice,9,0
fibonacci,9,0
branch-and-bound algorithms,9,0
floorplanning,9,0
pervasive,9,0
cognitive disabilities,9,0
quantum cryptography,9,0
mpeg-2,9,0
multimodal interfaces,9,0
encryption algorithm,9,0
diamond,9,0
mpsocs,9,0
advancements,9,0
julia,9,0
feature construction,9,0
kernel functions,9,0
associative,9,0
ais,9,0
cost-sensitive,9,0
curse,9,0
cart,9,0
occam 's,9,0
a stream,9,0
program synthesis,9,0
intent,9,0
distance metrics,9,0
pos,9,0
reference model,9,0
quadtree,9,0
contextualization,9,0
r-tree,9,0
arcgis,9,0
multicriteria decision-making,9,0
heterogeneous architectures,9,0
co-occurrence,9,0
geographic data,9,0
spatial variability,9,0
predication,9,0
determinant,9,0
car data,9,0
extensible,9,0
free software,9,0
neighbor queries,9,0
terrestrial,9,0
spatial filtering,9,0
eigenspace,9,0
photon,9,0
machine recognition,9,0
shock,9,0
underwater robots,9,0
actuators,9,0
social robotics,9,0
actuation,9,0
disaggregation,9,0
portfolio,9,0
sampling methods,9,0
fuzzy methods,9,0
steel industry,9,0
incremental mining,9,0
generalised,9,0
markovian,9,0
prosody,9,0
photography,9,0
tablet,9,0
vein,9,0
pen,9,0
ace,9,0
facial,9,0
face authentication,9,0
egovernment,9,0
social informatics,9,0
on-demand,9,0
anwendung,9,0
nonlinear filters,9,0
pontryagin 's,9,0
extremum,9,0
regular expression,9,0
atomic,9,0
circuit partitioning,9,0
dilation,9,0
self-stabilization,9,0
computational chemistry,9,0
traffic congestion,9,0
periodic orbits,9,0
subgraph,9,0
structure analysis,9,0
informal,9,0
repository,9,0
avatar,9,0
misinformation,9,0
ranking methods,9,0
epic,9,0
hotspots,9,0
two-phase,9,0
ajax,9,0
query rewriting,9,0
hyperlinks,9,0
sdl,9,0
clinical research,9,0
pram,9,0
crc,9,0
clinical,9,0
snapshot,9,0
iaas,9,0
fd,9,0
semi-structured data,9,0
anchor,9,0
harvesting,9,0
ir,9,0
mm,9,0
relevance ranking,9,0
literature-based discovery,9,0
bpmn,9,0
cbir,9,0
ccm,9,0
graph analysis,9,0
storm,9,0
bsp,9,0
pi-calculus,9,0
lemma,9,0
responsible conduct,9,0
recycling,9,0
the crossroads,9,0
a journal,9,0
demonstrations,9,0
offshoring,9,0
the test,9,0
croatia,9,0
current practices,9,0
bibliographic databases,9,0
unmanned aircraft,9,0
mercury,9,0
public engagement,9,0
legacy,9,0
the threshold,9,0
discipline,9,0
portfolio choice,9,0
quo,9,0
lotteries,9,0
the nonexistence,9,0
competitive equilibrium,9,0
general equilibrium,9,0
small worlds,9,0
non-existence,9,0
households,9,0
taxation,9,0
contract design,9,0
model misspecification,9,0
conventions,9,0
coalitions,9,0
commerce,9,0
procurement,9,0
market power,9,0
the culture,9,0
less,9,0
choice functions,9,0
investors,9,0
monotonic,9,0
the redundancy,9,0
web personalization,9,0
robot swarms,9,0
year,9,0
driving,9,0
drilling,9,0
subjective evaluation,9,0
a pipeline,9,0
molecular biology,9,0
reprint of,9,0
practical application,9,0
fuel cells,9,0
efficient clustering,9,0
time-optimal control,9,0
mass transfer,9,0
multi-objectives,9,0
live,9,0
quest,9,0
analysis model,9,0
cr,9,0
cyber-attacks,9,0
reaction-diffusion equations,9,0
differential equation,9,0
short-term,9,0
nonlinear model,9,0
hybrid method,9,0
a year,9,0
reformulations,9,0
regeneration,9,0
personalized medicine,9,0
the inventory,9,0
the puzzle,9,0
correntropy,9,0
grouping,9,0
bipedal robots,9,0
nonlinear filtering,9,0
lyapunov,9,0
state feedback,9,0
integrators,9,0
synchronous generators,9,0
knowledge exchange,9,0
qos requirements,9,0
collaborative environments,9,0
the ubiquity,9,0
the genesis,9,0
vocabulary,9,0
substructures,9,0
business strategy,9,0
the pricing,9,0
instagram,9,0
strangers,9,0
appraisal,9,0
soybean,9,0
a firm,9,0
the top,9,0
hedging,9,0
a large,9,0
habit,9,0
portfolios,9,0
a selection,9,0
amazon,9,0
e-readers,9,0
a laboratory,9,0
ten,9,0
risk evaluation,9,0
old,9,0
financing,9,0
television,9,0
direct marketing,9,0
the commons,9,0
slow,9,0
moses,9,0
occam,9,0
a letter,9,0
u.s. department,9,0
rail,9,0
vibrations,9,0
three methods,9,0
pbl,9,0
large number,9,0
neutral type,9,0
multilevel modeling,9,0
green it,9,0
down,9,0
cost-benefit analysis,9,0
statements,9,0
byod,9,0
scientometrics,9,0
a discipline,9,0
large girth,9,0
practical use,9,0
linear-time algorithms,9,0
a number,9,0
the distributions,9,0
non-linear equations,9,0
the mystery,9,0
cellular manufacturing,9,0
matchmaking,9,0
model-based approach,9,0
robotic system,9,0
a highly,9,0
mpsoc,9,0
systemc,9,0
set theory,9,0
embedded software,9,0
lotos,9,0
recent advancements,9,0
hydrodynamics,9,0
monte,9,0
exponential integrators,9,0
simplex algorithm,9,0
web technologies,9,0
fortran programs,9,0
quasi-monte carlo,9,0
accelerators,9,0
the correction,9,0
optical fibers,9,0
numerical approach,9,0
biological tissues,9,0
computational efficiency,9,0
convolutions,9,0
a nonlinear,9,0
the kernel,9,0
collocation method,9,0
lazy evaluation,9,0
element method,9,0
cartesian,9,0
fe,9,0
the ocean,9,0
graphics hardware,9,0
the one,9,0
low-frequency,9,0
modeling method,9,0
pls,9,0
e-democracy,9,0
firm 's,9,0
efficiency evaluation,9,0
a paradox,9,0
the crisis,9,0
the illusion,9,0
gps trajectories,9,0
gibbs sampling,9,0
cognitive robots,9,0
elderly,9,0
tunnels,9,0
the interoperability,9,0
wcdma,9,0
self-tuning,9,0
eavesdroppers,9,0
a condition,9,0
lte-u,9,0
antenna correlation,9,0
optimal solution,9,0
joint power,9,0
vlc,9,0
frequency synchronization,9,0
a social,9,0
spectrum efficiency,9,0
spectrum leasing,9,0
rician,9,0
collaborative beamforming,9,0
dcf,9,0
tdd,9,0
ev,9,0
multiple relays,9,0
noncoherent,9,0
mc-cdma,9,0
data traffic,9,0
retransmissions,9,0
decode-and-forward,9,0
actuator,9,0
cost-effectiveness,9,0
multi-scale,9,0
performance analyses,9,0
signalized intersections,9,0
leo,9,0
reconfigurable antennas,9,0
ants,9,0
novel methods,9,0
tight,9,0
ultra-dense,9,0
hsdpa,9,0
performance impact,9,0
elevation,9,0
dispatch,9,0
tdma,9,0
optimal power,9,0
a matching,9,0
russian,9,0
the functions,9,0
essays,9,0
cd-rom,9,0
the trouble,9,0
cable,9,0
social tags,9,0
local knowledge,9,0
genres,9,0
information-seeking behavior,9,0
the cybernetics,9,0
the readability,9,0
dyslexia,9,0
thesauri,9,0
a description,9,0
interrelationships,9,0
a book,9,0
the human,9,0
incomplete knowledge,9,0
maryland,9,0
praise,9,0
american,9,0
a sense,9,0
semantic relatedness,9,0
dispositions,9,0
a rationale,9,0
identifiers,9,0
polling,9,0
presburger arithmetic,9,0
universal algebra,9,0
axiomatization,9,0
truncation,9,0
condorcet,9,0
medians,9,0
rda,9,0
cs1,9,0
start,9,0
spec cpu2006,9,0
memory performance,9,0
performance evaluations,9,0
rns,9,0
orthogonal arrays,9,0
autocorrelated processes,9,0
interval-censored data,9,0
efficient approach,9,0
wavelet packets,9,0
bernstein polynomials,9,0
local influence,9,0
financial data,9,0
confidence regions,9,0
microaneurysms,9,0
selection approach,9,0
neuro-fuzzy system,9,0
electroencephalogram,9,0
solar cells,9,0
a hybridization,9,0
teaching-learning-based optimization,9,0
feature ranking,9,0
clustering method,9,0
gearbox,9,0
fruit,9,0
a delay,9,0
diagnostic system,9,0
personnel selection,9,0
three-phase inverter,9,0
k-nearest neighbor,9,0
cancer diagnosis,9,0
b2c e-commerce,9,0
agc,9,0
travel time,9,0
tokyo,9,0
hybrid data,9,0
electrocardiogram,9,0
attenuation,9,0
segmentation method,9,0
signed graphs,9,0
subclasses,9,0
acyclic,9,0
hamiltonian graphs,9,0
a forest,9,0
optimal algorithm,9,0
distance-regular graphs,9,0
efficient heuristics,9,0
the ugly,9,0
some inequalities,9,0
rank 3,9,0
inverse semigroups,9,0
two graphs,9,0
extremal graphs,9,0
tetris,9,0
the rank,9,0
tuples,9,0
special classes,9,0
some approaches,9,0
constructivism,9,0
human beings,9,0
searchable encryption,9,0
hybrid metaheuristics,9,0
incremental clustering,9,0
signalling,9,0
digital ecosystems,9,0
lsb,9,0
knowledge graph,9,0
analysis method,9,0
mobile web,9,0
ctl,9,0
temporal logics,9,0
ordered,9,0
tarski,9,0
neighborhoods,9,0
some variants,9,0
estimations,9,0
compression method,9,0
the axiomatization,9,0
behaviours,9,0
the dangers,9,0
stochastic automata,9,0
possible worlds,9,0
sparse polynomials,9,0
cut-elimination,9,0
two-way,9,0
non-monotonic reasoning,9,0
deforestation,9,0
bullwhip effect,9,0
the purpose,9,0
remote control,9,0
programming language,9,0
airs,9,0
a template,9,0
neuro-fuzzy approach,9,0
nasa,9,0
xgboost,9,0
land consolidation,9,0
ensemble classifiers,9,0
the sea,9,0
a feature,9,0
kinematic analysis,9,0
istanbul,9,0
trusses,9,0
causal relationships,9,0
texture recognition,9,0
tibet,9,0
a city,9,0
benders ',9,0
permissible delay,9,0
admission,9,0
model-based reasoning,9,0
hybrid methods,9,0
3d human,9,0
evidences,9,0
sem,9,0
machinery,9,0
variational integrators,9,0
the circle,9,0
numerical optimisation,9,0
genomic sequences,9,0
clustered data,9,0
the perceptions,9,0
the transactions,9,0
tunisia,9,0
public sector,9,0
pollution,9,0
network modeling,9,0
diffserv,9,0
digital predistortion,9,0
smart meters,9,0
the nearest,9,0
side,9,0
merit,9,0
mec,9,0
transceiver,9,0
multiple model,9,0
infection,9,0
max-plus algebra,9,0
the cube,9,0
vizing 's,9,0
polynomial ideals,9,0
pascal 's,9,0
non,9,0
schur,9,0
f system,9,0
operational research,9,0
the trajectories,9,0
ansatz,9,0
bandwidth reservation,9,0
rotor system,9,0
rotor,9,0
leakage current,9,0
a 0.13,9,0
a single,9,0
mosfets,9,0
photovoltaic arrays,9,0
pwm converters,9,0
the current,9,0
acoustic noise,9,0
novel design,9,0
grid-connected,9,0
lcl filter,9,0
smart microgrids,9,0
computational algorithms,9,0
standstill,9,0
temperature control,9,0
torque control,9,0
hybrid control,9,0
the load,9,0
rapid evaluation,9,0
economic dispatch,9,0
a microcomputer,9,0
design method,9,0
data-driven approach,9,0
low voltage,9,0
frequency response,9,0
their influence,9,0
topology design,9,0
dissipation,9,0
android smartphones,9,0
portability,9,0
myanmar,9,0
nachrichten aus,9,0
der fachgruppe,9,0
fachgruppen,9,0
informatik,9,0
papers/participation,9,0
oracle,9,0
einsatz,9,0
ncia,9,0
dct coefficients,9,0
public-key encryption,9,0
dans,9,0
scandinavia,9,0
organizational culture,9,0
norway,9,0
hesitant,9,0
desertification,9,0
vague graphs,9,0
fuzzy functions,9,0
parallel architecture,9,0
hypergroups,9,0
cumulants,9,0
brain tumors,9,0
bim,9,0
a greenhouse,9,0
smote,9,0
rssi,9,0
a category,9,0
quadrotor,9,0
capsule network,9,0
isscc,9,0
oscillators,9,0
iot security,9,0
heart rate,9,0
0.35,9,0
double sampling,9,0
digital beamforming,9,0
coarse,9,0
cross-modal retrieval,9,0
person reidentification,9,0
new design,9,0
$ -lcb-,9,0
exergames,9,0
outlook,9,0
commutativity,9,0
process algebra,9,0
provability,9,0
cardinalities,9,0
functors,9,0
spectrum analysis,9,0
transferability,9,0
universal design,9,0
a digital,9,0
ct colonography,9,0
spectral ct.,9,0
bone,9,0
jpeg 2000,9,0
the annotation,9,0
stratification,9,0
brain connectivity,9,0
a repository,9,0
room,9,0
requirements specification,9,0
local optima,9,0
convex programs,9,0
slope,9,0
mobile sensing,9,0
coap,9,0
biomedical ontologies,9,0
severity,9,0
iot environments,9,0
medium-sized enterprises,9,0
complex backgrounds,9,0
soil properties,9,0
uav photogrammetry,9,0
the interference,9,0
temporal decorrelation,9,0
population size,9,0
social presence,9,0
ics,9,0
traffic grooming,9,0
openflow,9,0
low rank,9,0
personalized,9,0
circularity,9,0
shape recognition,9,0
fabric,9,0
ip multicast,9,0
vhr remote,9,0
coastal waters,9,0
als data,9,0
middle school,9,0
node localization,9,0
network localization,9,0
morphological filters,9,0
ransac,9,0
aster,9,0
the arctic,9,0
tunnel,9,0
complex permittivity,9,0
lst,9,0
downscaling,9,0
gpr data,9,0
europe 's,9,0
paris,9,0
data-parallel programs,9,0
reconfigurable architecture,9,0
parallelizing compilers,9,0
algebraic equations,9,0
multimodal functions,9,0
interior-point algorithms,9,0
newton methods,9,0
essay,9,0
learner 's,9,0
alice,9,0
median filter,9,0
multimedia presentations,9,0
pareto distribution,9,0
hume 's,9,0
lewis 's,9,0
grounding,9,0
neural representations,9,0
interconnects,9,0
effect algebras,9,0
the cofinality,9,0
bivariate interpolation,9,0
mathematical software,9,0
yager 's,9,0
public library,9,0
mangroves,9,0
inter-comparison,9,0
viirs,9,0
college english,9,0
themenheft,9,0
aspectj,9,0
courseware,9,0
predictive maintenance,9,0
boolean equations,9,0
relaying,9,0
ellipses,9,0
occlusion handling,9,0
foreground segmentation,9,0
single-image super-resolution,9,0
s4,9,0
m-sequences,9,0
science gateways,9,0
multi-view video,9,0
exponentials,9,0
nonstandard analysis,9,0
compact cardinals,9,0
elementary embeddings,9,0
borel,9,0
toeplitz matrices,9,0
cyclostationarity,9,0
fir filters,9,0
lattice structure,9,0
sparse modeling,9,0
kmu,9,0
life distributions,9,0
degradation modeling,9,0
peter,9,0
adolescence,9,0
eigener sache,9,0
front matter,9,0
the involvement,9,0
csit,9,0
multi-uav,9,0
quantitative linguistics,9,0
erps,9,0
engagecsedu,9,0
classroom vignettes,9,0
chess championship,9,0
boppard,9,0
dft methods,9,0
functional study,9,0
dft calculations,9,0
